open;high;low;close;volume;marketCap;timestamp
0.06183332;0.06634905;0.05261677;0.05816342;0;0;"2010-07-13T23:59:59.999Z"
0.07879913;0.08360209;0.06903579;0.07416855;0;0;"2010-07-19T23:59:59.999Z"
0.06976299;0.07825864;0.06472816;0.06895142;0;0;"2010-07-25T23:59:59.999Z"
0.06970508;0.07158763;0.05164856;0.06046468;0;0;"2010-08-01T23:59:59.999Z"
0.06115977;0.067016;0.05067227;0.05964825;0;0;"2010-08-07T23:59:59.999Z"
0.06134036;0.07395598;0.05900163;0.06306071;0;0;"2010-08-13T23:59:59.999Z"
0.06994254;0.07134897;0.05853218;0.06581428;0;0;"2010-08-20T23:59:59.999Z"
0.06833609;0.08441321;0.06359481;0.06947311;0;0;"2010-08-26T23:59:59.999Z"
0.06806474;0.07830443;0.06248935;0.06274802;0;0;"2010-09-01T23:59:59.999Z"
0.06027728;0.0630562;0.05008993;0.06010664;0;0;"2010-09-08T23:59:59.999Z"
0.06105726;0.06988858;0.05539318;0.06071952;0;0;"2010-09-14T23:59:59.999Z"
0.06011121;0.06676625;0.05534209;0.0605423;0;0;"2010-09-20T23:59:59.999Z"
0.06098513;0.07822057;0.05782159;0.06095292;0;0;"2010-09-27T23:59:59.999Z"
0.06013844;0.07013507;0.05622548;0.06043778;0;0;"2010-10-03T23:59:59.999Z"
0.09873345;0.1172604;0.0902759;0.11358109;0;0;"2010-10-10T23:59:59.999Z"
0.10602316;0.10733959;0.08632514;0.10157997;0;0;"2010-10-16T23:59:59.999Z"
0.10189671;0.11341726;0.08636984;0.1096797;0;0;"2010-10-22T23:59:59.999Z"
0.1744869;0.2258875;0.16833141;0.19;0;0;"2010-10-29T23:59:59.999Z"
0.19737072;0.2488942;0.19016785;0.2413261;0;0;"2010-11-04T23:59:59.999Z"
0.22432389;0.33407991;0.22432389;0.31419876;0;0;"2010-11-10T23:59:59.999Z"
0.22833879;0.27773592;0.21683855;0.2707324;0;0;"2010-11-17T23:59:59.999Z"
0.28757612;0.28802633;0.22782684;0.28037997;0;0;"2010-11-23T23:59:59.999Z"
0.27014513;0.29143084;0.24607482;0.25864209;0;0;"2010-11-29T23:59:59.999Z"
0.21094287;0.24353259;0.19851918;0.22720412;0;0;"2010-12-06T23:59:59.999Z"
0.21552626;0.26801367;0.20401354;0.2236901;0;0;"2010-12-12T23:59:59.999Z"
0.24552352;0.26317882;0.21613598;0.24340233;0;0;"2010-12-18T23:59:59.999Z"
0.24874559;0.2596144;0.22025557;0.24998617;0;0;"2010-12-25T23:59:59.999Z"
0.29990545;0.32563476;0.25919374;0.3;0;0;"2010-12-31T23:59:59.999Z"
0.29962122;0.38489632;0.29962122;0.31580281;0;0;"2011-01-07T23:59:59.999Z"
0.33043849;0.4167588;0.32303972;0.33186037;0;0;"2011-01-13T23:59:59.999Z"
0.31856292;0.34228397;0.28641413;0.32620889;0;0;"2011-01-19T23:59:59.999Z"
0.4260145;0.50075858;0.40513647;0.41881367;0;0;"2011-01-26T23:59:59.999Z"
0.51766005;0.71794394;0.51766005;0.69261156;0;0;"2011-02-01T23:59:59.999Z"
0.90880875;0.92503245;0.72274644;0.90499749;0;0;"2011-02-07T23:59:59.999Z"
1.05401313;1.22978008;0.98739517;1.07990111;0;0;"2011-02-14T23:59:59.999Z"
0.99200338;1.02017506;0.82285514;0.87400471;0;0;"2011-02-20T23:59:59.999Z"
0.95859491;1.24713359;0.92325087;0.99800238;0;0;"2011-02-26T23:59:59.999Z"
0.90351601;0.95284483;0.75935826;0.91112162;0;0;"2011-03-05T23:59:59.999Z"
0.93113047;1.10310669;0.86120265;0.88280114;0;0;"2011-03-11T23:59:59.999Z"
0.88048417;0.94791456;0.81913318;0.86967185;0;0;"2011-03-17T23:59:59.999Z"
0.84060031;0.86877348;0.71520718;0.86459955;0;0;"2011-03-24T23:59:59.999Z"
0.81913814;0.84969588;0.72203584;0.79899568;0;0;"2011-03-30T23:59:59.999Z"
0.76103243;0.84243621;0.6952901;0.73610838;0;0;"2011-04-06T23:59:59.999Z"
0.76724387;0.86798052;0.71591526;0.82233028;0;0;"2011-04-12T23:59:59.999Z"
1.10921441;1.23346411;0.93417919;1.13494424;0;0;"2011-04-18T23:59:59.999Z"
1.63315718;1.71198212;1.37514268;1.56578672;0;0;"2011-04-25T23:59:59.999Z"
3.44400786;4.26325658;3.36107645;3.60092065;0;0;"2011-05-01T23:59:59.999Z"
3.52818719;4.37065475;3.34383976;3.62681937;0;0;"2011-05-07T23:59:59.999Z"
6.66578319;8.70203337;6.34915081;7.6845882;0;0;"2011-05-14T23:59:59.999Z"
7.57683609;7.59282446;4.97762742;5.71969421;0;0;"2011-05-20T23:59:59.999Z"
7.72422581;8.19226859;6.87650988;8.11026433;0;0;"2011-05-26T23:59:59.999Z"
9.53299558;10.66739571;8.68242924;10.08919353;0;0;"2011-06-02T23:59:59.999Z"
21.13505534;32.77209146;21.13505534;25.35687449;0;0;"2011-06-08T23:59:59.999Z"
20.96406209;23.05884922;19.09647078;22.91323448;0;0;"2011-06-14T23:59:59.999Z"
18.21207322;18.74733905;15.14017916;17.0877083;0;0;"2011-06-21T23:59:59.999Z"
17.1871092;18.58332466;14.56050115;17.47027324;0;0;"2011-06-27T23:59:59.999Z"
15.72758153;15.72758153;11.72312963;14.04535578;0;0;"2011-07-04T23:59:59.999Z"
15.02849536;15.95579262;13.49949225;15.15105423;0;0;"2011-07-10T23:59:59.999Z"
14.03616685;17.43108855;13.54373523;13.85808362;0;0;"2011-07-16T23:59:59.999Z"
13.89213455;15.54984943;13.1006799;13.79948835;0;0;"2011-07-23T23:59:59.999Z"
13.50026079;16.97185705;13.06220674;13.80073957;0;0;"2011-07-29T23:59:59.999Z"
12.17711547;13.88530708;11.45144112;12.3242663;0;0;"2011-08-04T23:59:59.999Z"
10.12057185;12.87316926;9.55670191;10.30123189;0;0;"2011-08-11T23:59:59.999Z"
11.53320233;13.46124006;10.88840479;11.26718219;0;0;"2011-08-17T23:59:59.999Z"
11.23728678;11.84848843;9.97048823;11.48200128;0;0;"2011-08-23T23:59:59.999Z"
9.45018704;11.71005585;8.89804383;9.37807863;0;0;"2011-08-30T23:59:59.999Z"
8.36284254;9.96463095;7.13757001;7.97080803;0;0;"2011-09-05T23:59:59.999Z"
6.27853708;7.32101008;5.62559637;6.6367602;0;0;"2011-09-12T23:59:59.999Z"
5.07406728;5.39732043;4.41157443;5.09527905;0;0;"2011-09-18T23:59:59.999Z"
5.6919291;6.60706214;5.42862701;5.69775453;0;0;"2011-09-24T23:59:59.999Z"
5.09663182;5.90192061;4.818171;5.27339399;0;0;"2011-10-01T23:59:59.999Z"
4.77461522;4.89386973;3.62393404;4.34735352;0;0;"2011-10-07T23:59:59.999Z"
4.15188813;4.19794142;3.22792713;4.05906018;0;0;"2011-10-13T23:59:59.999Z"
2.39854317;2.98913862;2.22990969;2.36168035;0;0;"2011-10-20T23:59:59.999Z"
3.07883941;3.07883941;2.35629792;2.87588026;0;0;"2011-10-26T23:59:59.999Z"
3.32319125;3.67796925;2.97375503;3.24627475;0;0;"2011-11-01T23:59:59.999Z"
3.01646983;3.15396191;2.53867734;3.04638343;0;0;"2011-11-08T23:59:59.999Z"
3.08118786;3.19202616;2.10189666;2.51945701;0;0;"2011-11-14T23:59:59.999Z"
2.32447425;2.54883495;2.03802729;2.31034448;0;0;"2011-11-20T23:59:59.999Z"
2.52849877;2.78942763;2.26376185;2.48851053;0;0;"2011-11-27T23:59:59.999Z"
3.124731;3.1501916;2.65742569;2.96191517;0;0;"2011-12-03T23:59:59.999Z"
3.08623049;3.19550281;2.56947308;3.04852201;0;0;"2011-12-10T23:59:59.999Z"
3.24503792;3.24503792;2.67733229;3.2;0;0;"2011-12-16T23:59:59.999Z"
4.1772704;4.23539765;3.34833818;4.05652378;0;0;"2011-12-22T23:59:59.999Z"
4.18252014;5.12420997;3.88301244;4.17361546;0;0;"2011-12-29T23:59:59.999Z"
4.9133038;6.72313232;4.85760841;5.5466376;0;0;"2012-01-04T23:59:59.999Z"
6.61694701;8.78966614;6.61694701;7.03364426;0;0;"2012-01-10T23:59:59.999Z"
6.86748509;7.15180992;5.76985561;6.45205554;0;0;"2012-01-17T23:59:59.999Z"
6.52796234;8.17945916;6.25599732;6.37330287;0;0;"2012-01-23T23:59:59.999Z"
5.65074174;6.19940076;5.21709797;5.39253226;0;0;"2012-01-29T23:59:59.999Z"
5.96907628;6.76004788;4.92458125;5.87051569;0;0;"2012-02-05T23:59:59.999Z"
5.87451818;6.95094449;5.38284782;5.60291637;0;0;"2012-02-11T23:59:59.999Z"
4.62648753;4.86161499;3.77314074;4.41860632;0;0;"2012-02-17T23:59:59.999Z"
4.6697145;6.25050736;4.6697145;5.00086531;0;0;"2012-02-24T23:59:59.999Z"
4.96450481;5.56314227;4.57213061;4.92017298;0;0;"2012-03-01T23:59:59.999Z"
5.02265285;5.14158964;4.22933386;4.95315193;0;0;"2012-03-08T23:59:59.999Z"
5.2544392;5.57159337;4.33318951;5.38141987;0;0;"2012-03-14T23:59:59.999Z"
4.92404121;5.67434779;4.37678879;5.09948999;0;0;"2012-03-20T23:59:59.999Z"
4.68082521;5.12437158;3.94985448;4.80620916;0;0;"2012-03-27T23:59:59.999Z"
4.91445567;6.15731333;4.65945241;4.97362823;0;0;"2012-04-02T23:59:59.999Z"
4.88070972;5.70783611;4.6248108;4.89221328;0;0;"2012-04-08T23:59:59.999Z"
4.95941568;5.26157865;4.23832163;5.01805868;0;0;"2012-04-15T23:59:59.999Z"
5.31248974;6.56158317;5.17347271;5.25712563;0;0;"2012-04-21T23:59:59.999Z"
5.12464179;6.43952831;5.04476873;5.16151739;0;0;"2012-04-27T23:59:59.999Z"
5.13937057;5.13937057;4.19574137;5.10246095;0;0;"2012-05-04T23:59:59.999Z"
5.06546562;5.77195869;4.77402072;4.96058237;0;0;"2012-05-10T23:59:59.999Z"
5.03736854;5.97772684;4.49064571;5.08977236;0;0;"2012-05-16T23:59:59.999Z"
5.0981856;5.61483404;4.65220675;5.13753842;0;0;"2012-05-23T23:59:59.999Z"
5.11508307;5.53047509;4.37618069;5.15850195;0;0;"2012-05-29T23:59:59.999Z"
5.25522581;5.40767598;4.40623515;5.34085121;0;0;"2012-06-05T23:59:59.999Z"
5.47042042;6.39165519;5.11196816;5.59069132;0;0;"2012-06-11T23:59:59.999Z"
6.32294847;6.80995109;5.68565404;6.39889579;0;0;"2012-06-17T23:59:59.999Z"
6.51186054;7.29639751;5.96175079;6.59043921;0;0;"2012-06-24T23:59:59.999Z"
6.66230353;7.82767416;6.18553342;6.68107689;0;0;"2012-06-30T23:59:59.999Z"
6.63639586;7.3924443;5.97354315;6.75034749;0;0;"2012-07-06T23:59:59.999Z"
7.59193484;8.58520094;6.5398737;7.52227985;0;0;"2012-07-13T23:59:59.999Z"
9.17809969;10.05567249;8.28107156;9.0293306;0;0;"2012-07-19T23:59:59.999Z"
8.69009831;10.25510006;8.4386111;8.86464594;0;0;"2012-07-25T23:59:59.999Z"
9.33992756;11.61842945;8.55737156;9.50403719;0;0;"2012-08-01T23:59:59.999Z"
11.1687523;12.52675865;10.53374828;11.22610747;0;0;"2012-08-07T23:59:59.999Z"
11.92522642;13.75497837;10.6507976;12.09708967;0;0;"2012-08-14T23:59:59.999Z"
10.65922105;12.72032493;10.05848834;10.57540361;0;0;"2012-08-20T23:59:59.999Z"
10.30072572;11.03698602;8.84895617;10.61565392;0;0;"2012-08-26T23:59:59.999Z"
10.33971299;10.68245953;9.07521624;10.30820256;0;0;"2012-09-02T23:59:59.999Z"
11.14254072;12.07343672;10.09272312;11.11041779;0;0;"2012-09-08T23:59:59.999Z"
11.4385674;14.50442531;11.4385674;11.6137897;0;0;"2012-09-14T23:59:59.999Z"
12.42090736;13.74520861;11.69290843;12.47605424;0;0;"2012-09-21T23:59:59.999Z"
12.28952655;15.52398848;12.06994759;12.31059737;0;0;"2012-09-27T23:59:59.999Z"
12.77905409;15.72264143;11.93617692;12.88819855;0;0;"2012-10-03T23:59:59.999Z"
11.94813674;13.11913329;11.07069242;12.16532996;0;0;"2012-10-10T23:59:59.999Z"
11.86789624;12.64846682;10.7412008;11.90332637;0;0;"2012-10-16T23:59:59.999Z"
11.74277608;11.9799589;9.52428398;11.72711543;0;0;"2012-10-22T23:59:59.999Z"
10.69638249;11.23249375;8.72999032;10.62967463;0;0;"2012-10-29T23:59:59.999Z"
11.00521398;11.84827732;9.81384328;10.63117282;0;0;"2012-11-04T23:59:59.999Z"
10.89232104;11.8175409;9.09503583;10.91202168;0;0;"2012-11-11T23:59:59.999Z"
